order_id,customer_id,customer_email,country,order_date,sku,product_name,category,quantity,unit_price_eur,total_eur,status,carrier,tracking_number
NV-10175,C1054,jan.horak54@example.com,HU,2026-06-23,NV-GAM-002,Vortex 27 Gaming Monitor,gaming,1,379.0,379.0,delivered,DHL,TRK557134672
NV-10176,C1024,jakub.marek24@example.com,CZ,2026-06-26,NV-GAM-003,Vortex Mechanical Keyboard,gaming,1,129.0,129.0,delivered,PPL,TRK103766788
NV-10177,C1039,nina.novak39@example.com,SK,2026-06-27,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,cancelled,,
NV-10178,C1039,nina.novak39@example.com,SK,2026-05-23,NV-WEA-002,TrailBand Fitness Tracker,wearables,1,59.0,59.0,shipped,Zasilkovna,TRK214972063
NV-10179,C1004,jan.svoboda4@example.com,AT,2026-05-12,NV-PHN-002,Pulse Lite,phones,1,329.0,329.0,shipped,PPL,TRK143649358
NV-10180,C1040,jakub.dvorak40@example.com,HU,2026-06-10,NV-PHN-002,Pulse Lite,phones,2,329.0,658.0,cancelled,,
NV-10181,C1046,zuzana.pokorny46@example.com,AT,2026-07-04,NV-HOM-003,RoboClean S9,home,1,599.0,599.0,delivered,DHL,TRK127763191
NV-10182,C1054,jan.horak54@example.com,HU,2026-07-28,NV-LAP-003,Budgetbook 15,laptops,1,549.0,549.0,delivered,DHL,TRK241323188
NV-10183,C1056,karel.svoboda56@example.com,AT,2026-08-26,NV-HOM-002,AirPure 400,home,2,199.0,398.0,delivered,DHL,TRK170347488
NV-10184,C1053,marek.dvorak53@example.com,HU,2026-05-21,NV-AUD-003,StageOne Soundbar 5.1,audio,1,449.0,449.0,delivered,GLS,TRK975772452
NV-10185,C1029,marek.kucera29@example.com,HU,2026-08-26,NV-PHN-002,Pulse Lite,phones,1,329.0,329.0,shipped,DHL,TRK735534654
NV-10186,C1016,petra.marek16@example.com,CZ,2026-06-17,NV-GAM-002,Vortex 27 Gaming Monitor,gaming,1,379.0,379.0,delivered,DHL,TRK295524508
NV-10187,C1025,tomas.nemec25@example.com,AT,2026-07-26,NV-PHN-002,Pulse Lite,phones,2,329.0,658.0,delivered,Zasilkovna,TRK281185386
NV-10188,C1050,martin.prochazka50@example.com,DE,2026-07-07,NV-WEA-002,TrailBand Fitness Tracker,wearables,1,59.0,59.0,delivered,GLS,TRK586446482
NV-10189,C1035,filip.prochazka35@example.com,HU,2026-08-23,NV-HOM-003,RoboClean S9,home,1,599.0,599.0,delivered,GLS,TRK675204861
NV-10190,C1040,jakub.dvorak40@example.com,HU,2026-06-17,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,delivered,Zasilkovna,TRK496151114
NV-10191,C1036,karel.pokorny36@example.com,DE,2026-05-11,NV-PHN-002,Pulse Lite,phones,1,329.0,329.0,shipped,DHL,TRK289790373
NV-10192,C1039,nina.novak39@example.com,SK,2026-08-13,NV-WEA-001,Pulse Watch 3,wearables,1,249.0,249.0,shipped,GLS,TRK432937745
NV-10193,C1040,jakub.dvorak40@example.com,HU,2026-08-27,NV-ACC-001,Nova 65W GaN Charger,accessories,2,39.0,78.0,returned,,
NV-10194,C1057,karel.novak57@example.com,SK,2026-05-05,NV-AUD-002,Halo Buds Mini,audio,1,99.0,99.0,delivered,DHL,TRK412428399
NV-10195,C1039,nina.novak39@example.com,SK,2026-06-16,NV-GAM-002,Vortex 27 Gaming Monitor,gaming,1,379.0,379.0,delivered,DHL,TRK624409602
NV-10196,C1014,martin.svoboda14@example.com,PL,2026-05-07,NV-GAM-002,Vortex 27 Gaming Monitor,gaming,1,379.0,379.0,delivered,GLS,TRK426137033
NV-10197,C1006,petra.nemec6@example.com,AT,2026-06-22,NV-GAM-001,NovaPad Pro Controller,gaming,1,79.0,79.0,processing,,
NV-10198,C1019,filip.kucera19@example.com,DE,2026-07-19,NV-GAM-001,NovaPad Pro Controller,gaming,1,79.0,79.0,shipped,DHL,TRK244685314
NV-10199,C1000,marek.dvorak0@example.com,AT,2026-05-20,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,shipped,PPL,TRK168363682
NV-10200,C1040,jakub.dvorak40@example.com,HU,2026-06-04,NV-PHN-002,Pulse Lite,phones,1,329.0,329.0,delivered,GLS,TRK112343783
NV-10201,C1003,jan.nemec3@example.com,SK,2026-06-14,NV-GAM-003,Vortex Mechanical Keyboard,gaming,1,129.0,129.0,processing,,
NV-10202,C1041,david.vesely41@example.com,AT,2026-07-06,NV-GAM-001,NovaPad Pro Controller,gaming,1,79.0,79.0,cancelled,,
NV-10203,C1031,filip.svoboda31@example.com,CZ,2026-05-06,NV-AUD-001,Halo ANC Headphones,audio,2,279.0,558.0,delivered,PPL,TRK535927078
NV-10204,C1011,jan.nemec11@example.com,SK,2026-08-08,NV-AUD-001,Halo ANC Headphones,audio,1,279.0,279.0,delivered,PPL,TRK757816750
NV-10205,C1035,filip.prochazka35@example.com,HU,2026-06-22,NV-GAM-003,Vortex Mechanical Keyboard,gaming,1,129.0,129.0,delivered,Zasilkovna,TRK973360984
NV-10206,C1039,nina.novak39@example.com,SK,2026-06-08,NV-PHN-002,Pulse Lite,phones,1,329.0,329.0,returned,,
NV-10207,C1003,jan.nemec3@example.com,SK,2026-07-01,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,returned,,
NV-10208,C1034,jakub.pokorny34@example.com,PL,2026-08-04,NV-LAP-001,Aurora 14 Ultrabook,laptops,1,1199.0,1199.0,shipped,PPL,TRK896453305
NV-10209,C1041,david.vesely41@example.com,AT,2026-05-14,NV-HOM-001,BrewMaster Espresso,home,1,389.0,389.0,delivered,DHL,TRK791510947
NV-10210,C1002,tomas.kucera2@example.com,PL,2026-08-27,NV-PHN-001,Pulse X Pro 5G,phones,2,949.0,1898.0,returned,,
NV-10211,C1054,jan.horak54@example.com,HU,2026-07-21,NV-AUD-002,Halo Buds Mini,audio,1,99.0,99.0,processing,,
NV-10212,C1043,filip.vesely43@example.com,PL,2026-07-06,NV-HOM-001,BrewMaster Espresso,home,1,389.0,389.0,delivered,GLS,TRK789345666
NV-10213,C1059,martin.svoboda59@example.com,DE,2026-08-21,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,shipped,PPL,TRK282288703
NV-10214,C1016,petra.marek16@example.com,CZ,2026-05-26,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,delivered,GLS,TRK306090757
NV-10215,C1056,karel.svoboda56@example.com,AT,2026-06-18,NV-TV-001,Vista 55 QLED,tv,1,699.0,699.0,returned,,
NV-10216,C1058,petra.cerny58@example.com,AT,2026-07-08,NV-WEA-001,Pulse Watch 3,wearables,1,249.0,249.0,shipped,Zasilkovna,TRK669747044
NV-10217,C1044,hana.dvorak44@example.com,AT,2026-08-01,NV-LAP-001,Aurora 14 Ultrabook,laptops,1,1199.0,1199.0,delivered,GLS,TRK947399622
NV-10218,C1013,tomas.marek13@example.com,DE,2026-07-12,NV-TV-001,Vista 55 QLED,tv,1,699.0,699.0,delivered,DHL,TRK135340726
NV-10219,C1001,jan.svoboda1@example.com,PL,2026-05-21,NV-PHN-001,Pulse X Pro 5G,phones,1,949.0,949.0,delivered,DHL,TRK852413648
NV-10220,C1001,jan.svoboda1@example.com,PL,2026-07-22,NV-LAP-002,Aurora 16 Creator,laptops,1,1899.0,1899.0,returned,,
NV-10221,C1002,tomas.kucera2@example.com,PL,2026-05-09,NV-WEA-001,Pulse Watch 3,wearables,1,249.0,249.0,processing,,
NV-10222,C1048,martin.dvorak48@example.com,SK,2026-08-13,NV-AUD-003,StageOne Soundbar 5.1,audio,1,449.0,449.0,shipped,PPL,TRK911504608
NV-10223,C1058,petra.cerny58@example.com,AT,2026-06-01,NV-WEA-001,Pulse Watch 3,wearables,1,249.0,249.0,delivered,DHL,TRK220226578
NV-10224,C1002,tomas.kucera2@example.com,PL,2026-08-12,NV-LAP-002,Aurora 16 Creator,laptops,1,1899.0,1899.0,cancelled,,
NV-10225,C1040,jakub.dvorak40@example.com,HU,2026-07-20,NV-PHN-001,Pulse X Pro 5G,phones,1,949.0,949.0,delivered,Zasilkovna,TRK207242210
NV-10226,C1008,david.pokorny8@example.com,HU,2026-05-27,NV-PHN-001,Pulse X Pro 5G,phones,1,949.0,949.0,delivered,GLS,TRK461331100
NV-10227,C1027,nina.vesely27@example.com,CZ,2026-08-28,NV-AUD-002,Halo Buds Mini,audio,1,99.0,99.0,delivered,PPL,TRK868543794
NV-10228,C1048,martin.dvorak48@example.com,SK,2026-07-17,NV-AUD-003,StageOne Soundbar 5.1,audio,1,449.0,449.0,shipped,Zasilkovna,TRK408860505
NV-10229,C1039,nina.novak39@example.com,SK,2026-05-04,NV-WEA-002,TrailBand Fitness Tracker,wearables,1,59.0,59.0,shipped,PPL,TRK472353978
NV-10230,C1030,zuzana.marek30@example.com,AT,2026-05-28,NV-WEA-001,Pulse Watch 3,wearables,1,249.0,249.0,returned,,
NV-10231,C1055,karel.vesely55@example.com,AT,2026-06-06,NV-WEA-002,TrailBand Fitness Tracker,wearables,1,59.0,59.0,delivered,Zasilkovna,TRK101394852
NV-10232,C1033,petra.novak33@example.com,HU,2026-05-07,NV-PHN-003,Orbit Fold 2,phones,1,1699.0,1699.0,delivered,GLS,TRK627017180
NV-10233,C1006,petra.nemec6@example.com,AT,2026-05-24,NV-HOM-002,AirPure 400,home,1,199.0,199.0,shipped,GLS,TRK993176931
NV-10234,C1032,hana.horak32@example.com,HU,2026-06-06,NV-AUD-002,Halo Buds Mini,audio,2,99.0,198.0,delivered,DHL,TRK635062306
NV-10235,C1010,karel.novak10@example.com,SK,2026-05-11,NV-PHN-001,Pulse X Pro 5G,phones,1,949.0,949.0,shipped,PPL,TRK774237069
NV-10236,C1020,david.dvorak20@example.com,HU,2026-06-20,NV-AUD-003,StageOne Soundbar 5.1,audio,1,449.0,449.0,cancelled,,
NV-10237,C1005,lena.svoboda5@example.com,SK,2026-06-17,NV-TV-002,Vista 65 OLED,tv,1,1499.0,1499.0,delivered,GLS,TRK382603930
NV-10238,C1027,nina.vesely27@example.com,CZ,2026-06-18,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,returned,,
NV-10239,C1014,martin.svoboda14@example.com,PL,2026-07-16,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,cancelled,,
NV-10240,C1044,hana.dvorak44@example.com,AT,2026-06-14,NV-WEA-002,TrailBand Fitness Tracker,wearables,1,59.0,59.0,processing,,
